text,intents
I would like to transfer the timing.,transfer_timing
Let's reschedule this appointment for a different time.,transfer_timing
I want to transfer the timing.,transfer_timing
“I would like to request a card payment reversal.”,reverted_card_payment?
I would like to request a card payment reversal.,reverted_card_payment?
"""I would like to request a revert of a card payment. There was an error during the transaction, and I would like the payment to be reversed.",reverted_card_payment?
"""I would like to request for a card payment refund or longer \transaction. Can you please guide me through the process for reversing a card payment? Thank",reverted_card_payment?
I would like to negotiate a card payment reversal.,reverted_card_payment?
I would like to request a card payment reversal.,reverted_card_payment?
I would like to request a refund for a recent card payment.,reverted_card_payment?
I would like to request a refund for a charged credit card payment.,reverted_card_payment?
I would like to request a card payment refund/reversal.,reverted_card_payment?
I would like to request a card payment reversal/refund.,reverted_card_payment?
"If I want to reverse a card payment, how can I do it?",reverted_card_payment?
I need to request a chargeback on my card payment.,reverted_card_payment?
I would like to request a reversal for a card payment that was made.,reverted_card_payment?
It seems that there has been a mistake with the card payment. I would like to request a refund and initiate a card payment reversion.,reverted_card_payment?
"I would like to request a reversal/refund of my card payment, please.",reverted_card_payment?
I would like to initiate a chargeback or reverse the payment on my credit card.,reverted_card_payment?
I would like to dispute or reverse a card payment?,reverted_card_payment?
I would like to request a refund for a recent card payment I made.,reverted_card_payment?
I would like to request a refund for a card payment that was made.,reverted_card_payment?
I would like to request a card payment reversal.,reverted_card_payment?
I would like to request a payment reversal on my card.,reverted_card_payment?
I would like to request a refund for the card payment that was made.,reverted_card_payment?
"If I want to reverse a card payment, can you please guide me through the necessary steps?",reverted_card_payment?
I would like to request a reversal of the card payment.,reverted_card_payment?
I would like to request a card payment reversal/chargeback.,reverted_card_payment?
I would like to cancel or reverse a card payment.,reverted_card_payment?
I would like to request a card payment reversal.,reverted_card_payment?
"""I would like to initiate a chargeback on my credit card for a specific payment made earlier. Please assist me with the process to revert the card payment",reverted_card_payment?
I would like to request a card payment reversal.,reverted_card_payment?
"To resolve the issue, I would like to request a chargeback or a payment reversal for the card transaction.",reverted_card_payment?
I would like to request a reversal or refund for the card payment I made.,reverted_card_payment?
I would like to initiate a chargeback and have the credit card payment reverted.,reverted_card_payment?
I would like to request a chargeback for a card payment that I want to be reverted.,reverted_card_payment?
I would like to request a chargeback for my recent card payment.,reverted_card_payment?
I would like to request a card payment reversal.,reverted_card_payment?
I would like to request a reversal of a recent card payment.,reverted_card_payment?
I would like to request a chargeback or refund for a card payment I made.,reverted_card_payment?
I would like to request a card payment refund/reversal.,reverted_card_payment?
I would like to request a reversal of my recent card payment.,reverted_card_payment?
I want to cancel or reverse a card payment.,reverted_card_payment?
I would like to request a card payment reversal.,reverted_card_payment?
"Hi, I would like to request a reversal for the card payment I made.",reverted_card_payment?
"If I want to reverse a card payment, I can contact my card issuer or bank and request a chargeback or dispute for the transaction.",reverted_card_payment?
I want to request a refund on my card payment. Is it possible to have the payment reverted back to my credit/debit card?,reverted_card_payment?
